age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income,plausibility_score
38,State-gov,98104,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,48,United-States,>50K,14.324320793151855
40,State-gov,117610,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,Scotland,<=50K,22.590208053588867
32,State-gov,256008,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K,16.99922752380371
57,State-gov,174606,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K,16.494678497314453
73,Self-emp-not-inc,243503,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1887,3,United-States,>50K,18.496936798095703
20,State-gov,183001,HS-grad,9,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,<=50K,15.966796875
43,State-gov,94351,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1935,48,United-States,>50K,16.810251235961914
17,Self-emp-not-inc,204246,HS-grad,9,Never-married,Exec-managerial,Own-child,Black,Female,0,0,25,United-States,<=50K,19.634145736694336
19,State-gov,200412,HS-grad,9,Never-married,Sales,Own-child,White,Female,0,0,20,United-States,<=50K,16.198471069335938
42,State-gov,129327,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K,13.052802085876465
65,State-gov,374919,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,25,United-States,>50K,19.679916381835938
31,State-gov,193097,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K,13.033169746398926
39,State-gov,112785,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,99,United-States,<=50K,17.063037872314453
30,State-gov,174522,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,35,United-States,<=50K,18.040239334106445
37,State-gov,356173,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K,17.685115814208984
28,State-gov,331543,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K,13.861712455749512
38,State-gov,121327,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,12.540969848632812
28,State-gov,327915,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,12.821124076843262
33,State-gov,96337,Bachelors,13,Separated,Exec-managerial,Unmarried,White,Female,0,0,37,United-States,<=50K,20.290409088134766
26,State-gov,188620,Bachelors,13,Separated,Craft-repair,Not-in-family,White,Male,0,0,60,United-States,>50K,25.646774291992188
33,State-gov,27427,Bachelors,13,Divorced,Protective-serv,Not-in-family,White,Male,0,0,35,Germany,<=50K,23.923736572265625
23,State-gov,224532,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,30,United-States,<=50K,17.92787742614746
40,State-gov,184208,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,58,United-States,>50K,17.61597442626953
40,State-gov,184789,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1628,37,United-States,<=50K,24.665203094482422
26,State-gov,28995,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K,11.242473602294922
35,State-gov,155068,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,35,United-States,>50K,15.540517807006836
52,State-gov,253954,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K,15.449702262878418
29,State-gov,236294,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K,13.882729530334473
22,State-gov,176745,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,35,United-States,<=50K,20.166183471679688
32,State-gov,172522,Bachelors,13,Married-civ-spouse,Tech-support,Husband,Black,Male,0,0,40,United-States,<=50K,17.932085037231445
78,State-gov,392214,11th,7,Never-married,Sales,Not-in-family,White,Male,0,0,20,United-States,<=50K,24.754016876220703
41,State-gov,315772,Bachelors,13,Married-AF-spouse,Adm-clerical,Unmarried,White,Male,0,0,40,United-States,<=50K,29.172794342041016
19,State-gov,175696,HS-grad,10,Never-married,Prof-specialty,Own-child,White,Male,0,0,8,United-States,<=50K,16.27854347229004
46,State-gov,192198,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,50,United-States,>50K,14.906181335449219
48,State-gov,126977,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,84,United-States,>50K,15.54369831085205
41,Self-emp-inc,308735,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,14930,0,99,Mexico,>50K,23.278186798095703
41,State-gov,43060,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Black,Male,0,0,40,United-States,<=50K,15.668792724609375
18,State-gov,191644,HS-grad,9,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,<=50K,15.966796875
21,State-gov,60800,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,<=50K,13.69293212890625
58,State-gov,96858,Bachelors,13,Divorced,Adm-clerical,Not-in-family,White,Female,3366,0,14,United-States,<=50K,22.777124404907227
57,State-gov,67280,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K,12.570514678955078
49,State-gov,46653,Bachelors,13,Divorced,Sales,Own-child,White,Male,0,0,32,United-States,>50K,26.0744571685791
56,State-gov,194642,Bachelors,13,Married-civ-spouse,Farming-fishing,Wife,White,Female,9884,0,40,United-States,>50K,23.891300201416016
38,State-gov,144288,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,45,United-States,>50K,17.048999786376953
27,State-gov,158841,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K,13.804259300231934
24,State-gov,107754,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,6,United-States,<=50K,18.602956771850586
43,State-gov,146557,HS-grad,9,Never-married,Other-service,Not-in-family,Black,Female,0,0,40,United-States,<=50K,15.51811408996582
33,State-gov,33415,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,35,United-States,<=50K,17.249431610107422
37,State-gov,203468,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K,13.618650436401367
17,State-gov,394074,11th,7,Never-married,Other-service,Own-child,White,Male,0,0,30,United-States,<=50K,14.554520606994629
37,State-gov,169207,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K,13.06607437133789
62,State-gov,309637,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,35,United-States,<=50K,16.521759033203125
46,State-gov,127469,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,15024,0,40,United-States,>50K,19.492063522338867
36,State-gov,28866,Bachelors,13,Married-civ-spouse,Sales,Wife,White,Female,0,0,40,United-States,<=50K,18.910865783691406
56,State-gov,189954,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K,13.950675010681152
24,State-gov,224207,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,United-States,<=50K,12.700704574584961
49,State-gov,188981,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,38,United-States,>50K,12.284984588623047
45,State-gov,272851,Bachelors,13,Separated,Exec-managerial,Other-relative,Other,Male,0,0,53,United-States,<=50K,27.361373901367188
35,State-gov,154229,HS-grad,9,Divorced,Farming-fishing,Unmarried,White,Female,0,0,35,United-States,<=50K,21.470531463623047
38,State-gov,123979,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K,17.598371505737305
18,Self-emp-not-inc,231444,11th,7,Never-married,Other-service,Own-child,Black,Female,0,0,24,United-States,<=50K,16.799333572387695
55,State-gov,134810,HS-grad,9,Widowed,Other-service,Unmarried,White,Female,0,0,35,United-States,<=50K,16.29092788696289
41,State-gov,302246,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,13.253734588623047
28,State-gov,51964,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,Portugal,<=50K,18.746315002441406
57,State-gov,125830,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,>50K,13.441533088684082
44,State-gov,776848,Bachelors,13,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,40,United-States,<=50K,19.322118759155273
38,State-gov,206693,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,1610,37,Mexico,<=50K,26.552387237548828
57,State-gov,294448,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,40,United-States,>50K,15.45461368560791
53,State-gov,184672,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K,12.255178451538086
24,State-gov,194630,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,30,United-States,<=50K,16.0526123046875
51,State-gov,321400,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1974,50,United-States,>50K,18.118349075317383
56,State-gov,188136,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K,13.925371170043945
21,State-gov,469816,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K,15.740671157836914
42,State-gov,426606,Preschool,1,Separated,Other-service,Not-in-family,White,Male,0,0,45,Mexico,<=50K,26.02728271484375
54,State-gov,286517,HS-grad,9,Married-AF-spouse,Other-service,Unmarried,Black,Male,0,0,35,United-States,<=50K,32.99691390991211
46,State-gov,344982,Bachelors,13,Married-civ-spouse,Other-service,Husband,White,Male,0,0,35,United-States,>50K,19.5678653717041
44,State-gov,232843,11th,7,Divorced,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K,19.96263885498047
33,State-gov,422439,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K,13.24160099029541
37,State-gov,186951,HS-grad,9,Divorced,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K,18.66604995727539
24,State-gov,210101,HS-grad,9,Never-married,Handlers-cleaners,Own-child,Asian-Pac-Islander,Male,0,0,30,United-States,<=50K,20.235790252685547
23,State-gov,191121,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K,14.637340545654297
42,State-gov,130936,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,47,United-States,>50K,14.751920700073242
31,State-gov,103565,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,38,United-States,<=50K,13.555742263793945
71,State-gov,174385,Bachelors,13,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,1,United-States,<=50K,17.837112426757812
25,Self-emp-inc,100844,HS-grad,9,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,<=50K,17.17683982849121
31,State-gov,153418,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,65,United-States,<=50K,15.530781745910645
22,State-gov,164665,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K,14.508370399475098
29,State-gov,167652,Bachelors,13,Never-married,Other-service,Not-in-family,White,Male,0,0,60,United-States,<=50K,19.056621551513672
41,State-gov,334887,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K,15.053308486938477
36,State-gov,415576,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K,13.907577514648438
31,State-gov,211001,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K,16.872554779052734
43,Self-emp-inc,89616,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K,14.462200164794922
42,State-gov,258451,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,1887,75,United-States,>50K,21.593711853027344
44,State-gov,341931,HS-grad,9,Widowed,Farming-fishing,Unmarried,White,Female,0,0,40,United-States,<=50K,20.328153610229492
40,State-gov,160842,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,35,United-States,<=50K,18.46965789794922
42,State-gov,341059,Bachelors,13,Divorced,Farming-fishing,Not-in-family,White,Male,0,0,40,United-States,<=50K,18.892383575439453
52,State-gov,29238,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K,12.512321472167969
38,State-gov,285671,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,40,United-States,>50K,14.389951705932617
50,State-gov,181494,HS-grad,9,Married-civ-spouse,Farming-fishing,Wife,White,Female,0,0,40,United-States,<=50K,19.522266387939453
52,Private,304939,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K,9.673068046569824
60,State-gov,69056,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K,15.494170188903809
70,State-gov,129220,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,20,United-States,<=50K,17.333904266357422
44,State-gov,177625,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K,15.922216415405273
24,State-gov,47523,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Male,0,0,24,United-States,<=50K,15.069693565368652
65,State-gov,36639,HS-grad,9,Widowed,Handlers-cleaners,Not-in-family,White,Male,2895,0,55,United-States,<=50K,25.116085052490234
53,State-gov,113860,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,15,United-States,<=50K,16.89582061767578
21,State-gov,224580,HS-grad,9,Never-married,Other-service,Own-child,Black,Female,0,0,25,United-States,<=50K,15.792421340942383
53,State-gov,95978,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,65,United-States,>50K,17.278947830200195
23,State-gov,187533,Bachelors,13,Never-married,Craft-repair,Not-in-family,White,Male,0,0,58,United-States,<=50K,18.168710708618164
52,State-gov,192423,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,54,United-States,>50K,16.606369018554688
26,State-gov,70734,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Female,0,0,35,United-States,<=50K,17.00933837890625
37,State-gov,133192,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,13.164496421813965
45,State-gov,72047,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,65,United-States,<=50K,15.790216445922852
26,State-gov,229968,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,3910,0,50,United-States,<=50K,20.89084815979004
34,State-gov,236473,HS-grad,9,Never-married,Tech-support,Other-relative,White,Male,0,0,40,Mexico,<=50K,23.283905029296875
23,State-gov,189960,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,20,United-States,<=50K,16.74414825439453
41,State-gov,50474,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,30,United-States,<=50K,16.368221282958984
29,State-gov,277403,HS-grad,9,Married-civ-spouse,Farming-fishing,Wife,White,Female,0,0,37,United-States,>50K,23.61465072631836
49,State-gov,34618,Bachelors,13,Never-married,Exec-managerial,Unmarried,White,Male,0,0,50,United-States,<=50K,19.17730140686035
22,Self-emp-not-inc,36622,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,56,United-States,<=50K,16.852699279785156
31,State-gov,87382,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,3932,0,40,United-States,<=50K,17.236297607421875
21,State-gov,159838,Bachelors,13,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,<=50K,18.27713394165039
35,State-gov,339692,Bachelors,13,Divorced,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K,18.511505126953125
29,State-gov,76809,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K,15.228315353393555
30,State-gov,136364,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,38,United-States,<=50K,13.61808967590332
43,State-gov,174583,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,5053,0,40,United-States,<=50K,18.169158935546875
29,State-gov,174552,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,55,United-States,<=50K,17.233396530151367
43,State-gov,347479,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,>50K,16.310104370117188
53,State-gov,406071,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,7298,0,40,United-States,<=50K,23.946331024169922
35,State-gov,39765,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,45,United-States,<=50K,16.684329986572266
27,Self-emp-not-inc,321586,HS-grad,9,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,<=50K,15.865867614746094
27,State-gov,95406,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,0,0,20,India,<=50K,20.346712112426758
24,State-gov,224435,Bachelors,13,Never-married,Other-service,Not-in-family,White,Female,0,0,15,United-States,<=50K,17.267730712890625
31,State-gov,486309,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,12.814750671386719
60,State-gov,92416,Bachelors,13,Never-married,Protective-serv,Unmarried,White,Female,0,0,40,United-States,<=50K,21.140857696533203
63,Self-emp-not-inc,266141,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,30,United-States,<=50K,15.35463809967041
23,State-gov,216639,HS-grad,9,Never-married,Farming-fishing,Own-child,White,Male,0,0,84,United-States,<=50K,18.08761215209961
60,State-gov,243970,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50K,15.425891876220703
63,State-gov,187723,HS-grad,9,Widowed,Farming-fishing,Unmarried,White,Male,0,0,30,United-States,<=50K,20.633136749267578
43,State-gov,335818,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,60,United-States,>50K,17.29051971435547
23,State-gov,207081,Bachelors,13,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K,15.836700439453125
39,State-gov,193668,Bachelors,13,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K,16.44891357421875
54,State-gov,101801,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,United-States,<=50K,14.750621795654297
27,State-gov,136958,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,37,United-States,<=50K,15.046368598937988
27,State-gov,205939,11th,7,Never-married,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K,17.216602325439453
32,State-gov,198081,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,England,>50K,23.73438262939453
42,State-gov,216943,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1887,65,United-States,>50K,17.352323532104492
63,State-gov,37954,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K,12.95920181274414
27,State-gov,193241,Bachelors,13,Never-married,Protective-serv,Unmarried,White,Female,0,0,40,United-States,<=50K,18.017805099487305
24,State-gov,84236,HS-grad,9,Divorced,Exec-managerial,Own-child,White,Female,0,0,40,United-States,<=50K,19.05965805053711
41,State-gov,175553,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,<=50K,17.54465103149414
46,State-gov,227480,11th,7,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,<=50K,17.834836959838867
33,State-gov,274455,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,1976,28,United-States,>50K,20.255313873291016
22,State-gov,213657,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Male,0,0,24,?,<=50K,21.108539581298828
43,Self-emp-not-inc,199450,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,3917,0,40,United-States,<=50K,17.483539581298828
38,State-gov,364578,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,38,United-States,>50K,15.199923515319824
57,State-gov,345303,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,14273,0,60,United-States,>50K,16.781513214111328
35,State-gov,214624,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,<=50K,18.213653564453125
22,Self-emp-not-inc,307651,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,0,0,20,Philippines,<=50K,26.709644317626953
50,State-gov,203937,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,55,United-States,<=50K,16.524621963500977
57,State-gov,297282,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,9431,0,20,United-States,>50K,19.746410369873047
23,Private,91612,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,0,20,United-States,<=50K,14.725116729736328
39,State-gov,120335,HS-grad,9,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,>50K,16.74895477294922
20,State-gov,159288,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,20,United-States,<=50K,15.971400260925293
63,State-gov,170677,HS-grad,9,Divorced,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K,16.861408233642578
40,State-gov,336047,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K,13.175688743591309
41,State-gov,428430,Bachelors,13,Divorced,Exec-managerial,Unmarried,White,Female,0,0,42,United-States,<=50K,15.076132774353027
32,State-gov,199612,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,>50K,17.405658721923828
19,State-gov,175703,HS-grad,9,Never-married,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,0,0,40,Vietnam,<=50K,22.03825569152832
29,State-gov,186219,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,50,United-States,<=50K,17.675973892211914
39,Self-emp-not-inc,46960,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,47,United-States,<=50K,12.273757934570312
42,State-gov,93024,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,0,0,37,United-States,<=50K,15.961057662963867
26,State-gov,147476,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,>50K,14.949712753295898
40,Self-emp-inc,359059,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,64,United-States,>50K,14.108043670654297
48,State-gov,204326,Bachelors,13,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K,17.40431022644043
35,State-gov,42522,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,32,United-States,<=50K,17.07413101196289
29,State-gov,144250,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K,13.309562683105469
36,State-gov,29253,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,38,United-States,>50K,11.668342590332031
36,State-gov,40119,Doctorate,16,Never-married,Prof-specialty,Not-in-family,Black,Male,0,0,65,United-States,<=50K,18.960899353027344
38,State-gov,154914,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K,12.83646011352539
36,State-gov,231813,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K,13.830286026000977
49,State-gov,227202,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,?,<=50K,18.52924346923828
52,State-gov,237715,Bachelors,13,Separated,Sales,Unmarried,Black,Male,0,0,35,United-States,<=50K,26.32616424560547
49,Self-emp-not-inc,102971,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K,14.768268585205078
26,Self-emp-not-inc,315454,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K,15.812829971313477
22,State-gov,104066,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,0,44,United-States,<=50K,16.654653549194336
41,State-gov,182043,HS-grad,9,Separated,Farming-fishing,Unmarried,Black,Female,0,0,40,United-States,<=50K,19.481201171875
26,Self-emp-inc,202400,11th,7,Never-married,Other-service,Not-in-family,White,Female,0,0,84,Mexico,<=50K,25.39868927001953
33,State-gov,193030,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,13.57447338104248
45,State-gov,292051,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,37,United-States,>50K,15.466407775878906
70,Self-emp-not-inc,38205,Bachelors,13,Widowed,Adm-clerical,Not-in-family,White,Female,0,2558,1,United-States,<=50K,21.841947555541992
23,Private,214897,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K,10.834857940673828
40,Self-emp-inc,44970,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K,13.615704536437988
49,State-gov,142754,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States,<=50K,14.42941665649414
50,State-gov,143061,HS-grad,9,Widowed,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K,14.377313613891602
33,State-gov,182195,HS-grad,9,Never-married,Transport-moving,Not-in-family,Black,Male,0,0,40,United-States,<=50K,16.6527099609375
54,State-gov,106222,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K,15.39931869506836
40,State-gov,237750,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K,13.22616958618164
26,Self-emp-inc,473813,HS-grad,9,Separated,Sales,Own-child,White,Female,0,0,40,United-States,<=50K,19.971500396728516
30,State-gov,229657,Bachelors,13,Never-married,Prof-specialty,Unmarried,Black,Male,0,0,40,United-States,<=50K,17.02922248840332
34,State-gov,121009,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,25,United-States,<=50K,17.672040939331055
47,State-gov,96119,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,0,0,50,United-States,<=50K,15.176538467407227
53,State-gov,124765,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,12.124812126159668
24,State-gov,107286,Bachelors,13,Divorced,Farming-fishing,Unmarried,White,Female,0,0,40,United-States,<=50K,25.02336883544922
41,State-gov,106801,HS-grad,9,Never-married,Other-service,Not-in-family,Black,Male,0,0,50,United-States,<=50K,19.192359924316406
32,Private,242955,11th,7,Never-married,Transport-moving,Not-in-family,Black,Male,0,0,40,United-States,<=50K,15.50501823425293
35,Self-emp-inc,241422,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,?,<=50K,18.958999633789062
52,State-gov,118582,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K,16.6801815032959
61,State-gov,112337,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,1902,40,United-States,>50K,18.05805778503418
54,State-gov,149695,Bachelors,13,Widowed,Sales,Not-in-family,White,Male,0,4143,60,United-States,>50K,25.161182403564453
41,State-gov,148031,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K,16.768817901611328
